file_path,violation_type,severity,vendor_alternative,replacement_strategy,complexity_score,dependencies
venv311/lib/python3.11/site-packages/torch/distributed/elastic/rendezvous/static_tcp_rendezvous.py,python_utilities,high,click,migrate_to_cli_frameworks,6.68,"datetime, typing, logging, torch"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/tail_log.py,python_utilities,critical,click,migrate_to_cli_frameworks,8.68,"concurrent, typing, threading, time, logging"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/__init__.py,python_utilities,critical,click,migrate_to_cli_frameworks,7.26,"typing, torch"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/api.py,python_utilities,critical,click,migrate_to_cli_frameworks,9.76,"abc, sys, typing, tempfile, threading"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/subprocess_handler/subprocess_handler.py,python_utilities,critical,click,migrate_to_cli_frameworks,9.26,"typing, sys, subprocess, signal, os"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/subprocess_handler/__init__.py,python_utilities,low,click,migrate_to_cli_frameworks,1.26,torch
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/errors/handlers.py,python_utilities,low,click,migrate_to_cli_frameworks,1.34,torch
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/errors/__init__.py,python_utilities,medium,click,migrate_to_cli_frameworks,2.68,
venv311/lib/python3.11/site-packages/torch/distributed/elastic/multiprocessing/errors/error_handler.py,python_utilities,high,click,migrate_to_cli_frameworks,6.34,"typing, warnings, json, traceback, faulthandler"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/timer/debug_info_logging.py,python_utilities,medium,click,migrate_to_cli_frameworks,2.11,torch
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/store.py,python_utilities,high,click,migrate_to_cli_frameworks,6.08,"typing, contextlib, datetime, collections, torch"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/logging.py,python_utilities,critical,click,migrate_to_cli_frameworks,8.54,"typing, warnings, inspect, logging, os"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/__init__.py,python_utilities,low,click,migrate_to_cli_frameworks,0.72,
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/log_level.py,python_utilities,low,click,migrate_to_cli_frameworks,0.94,
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/api.py,python_utilities,high,click,migrate_to_cli_frameworks,6.96,"string, typing, os, socket"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/utils/distributed.py,python_utilities,critical,click,migrate_to_cli_frameworks,9.74,"typing, contextlib, socket, datetime, os"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/agent/server/health_check_server.py,python_utilities,high,click,migrate_to_cli_frameworks,4.9,"typing, torch"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/agent/server/__init__.py,python_utilities,medium,click,migrate_to_cli_frameworks,2.64,
venv311/lib/python3.11/site-packages/torch/distributed/elastic/agent/server/local_elastic_agent.py,python_utilities,critical,click,migrate_to_cli_frameworks,8.16,"string, typing, uuid, socket, json"
venv311/lib/python3.11/site-packages/torch/distributed/elastic/events/handlers.py,python_utilities,low,click,migrate_to_cli_frameworks,1.5,logging
venv311/lib/python3.11/site-packages/torch/distributed/elastic/events/api.py,python_utilities,critical,click,migrate_to_cli_frameworks,8.28,"typing, json, enum, dataclasses"
venv311/lib/python3.11/site-packages/torch/distributed/_shard/sharded_tensor/logging_handlers.py,python_utilities,low,click,migrate_to_cli_frameworks,0.9,logging
venv311/lib/python3.11/site-packages/torch/distributed/_shard/sharded_tensor/logger.py,python_utilities,medium,click,migrate_to_cli_frameworks,2.8,"logging, torch"
venv311/lib/python3.11/site-packages/torch/distributed/rpc/_testing/faulty_agent_backend_registry.py,python_utilities,high,click,migrate_to_cli_frameworks,4.9,torch
venv311/lib/python3.11/site-packages/torch/utils/show_pickle.py,python_utilities,critical,click,migrate_to_cli_frameworks,10.0,"sys, typing, fnmatch, pprint, zipfile"
venv311/lib/python3.11/site-packages/torch/utils/bundled_inputs.py,python_utilities,high,click,migrate_to_cli_frameworks,5.8,"textwrap, typing, collections, torch"
venv311/lib/python3.11/site-packages/torch/utils/hipify/hipify_python.py,python_utilities,critical,click,migrate_to_cli_frameworks,7.32,"sys, typing, fnmatch, hashlib, argparse"
venv311/lib/python3.11/site-packages/torch/utils/model_dump/__init__.py,python_utilities,medium,click,migrate_to_cli_frameworks,3.96,
venv311/lib/python3.11/site-packages/torch/utils/model_dump/__main__.py,python_utilities,low,click,migrate_to_cli_frameworks,0.6,sys
venv311/lib/python3.11/site-packages/numpy/distutils/conv_template.py,python_utilities,high,click,migrate_to_cli_frameworks,4.86,"sys, os, re"
venv311/lib/python3.11/site-packages/numpy/distutils/cpuinfo.py,python_utilities,critical,click,migrate_to_cli_frameworks,8.6,"sys, platform, warnings, re, subprocess"
venv311/lib/python3.11/site-packages/numpy/distutils/from_template.py,python_utilities,high,click,migrate_to_cli_frameworks,6.42,"sys, os, re"
venv311/lib/python3.11/site-packages/numpy/f2py/diagnose.py,python_utilities,high,click,migrate_to_cli_frameworks,6.86,"sys, os, tempfile"
venv311/lib/python3.11/site-packages/numpy/testing/print_coercion_tables.py,python_utilities,critical,click,migrate_to_cli_frameworks,10.0,"collections, numpy"
venv311/lib/python3.11/site-packages/sklearn/_build_utils/version.py,python_utilities,low,click,migrate_to_cli_frameworks,1.49,os
venv311/lib/python3.11/site-packages/sklearn/_build_utils/tempita.py,python_utilities,high,click,migrate_to_cli_frameworks,5.64,"argparse, os, Cython"
venv311/lib/python3.11/site-packages/jupyter_lsp/specs/dockerfile_language_server_nodejs.py,custom_docker,low,docker-compose templates,use_infrastructure_templates,1.95,
venv311/lib/python3.11/site-packages/jupyter_lsp/specs/__init__.py,custom_docker,high,docker-compose templates,use_infrastructure_templates,6.41,
venv311/lib/python3.11/site-packages/torchgen/operator_versions/gen_mobile_upgraders.py,python_utilities,high,click,migrate_to_cli_frameworks,6.2,"__future__, typing, operator, torchgen, pathlib"
venv311/lib/python3.11/site-packages/jupyterlab/upgrade_extension.py,custom_config,high,cosmiconfig,use_vendor_config_libs,5.58,
venv311/lib/python3.11/site-packages/jupyterlab/staging/webpack.prod.config.js,custom_build,medium,create-react-app,use_framework_defaults,2.44,
venv311/lib/python3.11/site-packages/jupyterlab/staging/webpack.prod.minimize.config.js,custom_build,medium,create-react-app,use_framework_defaults,3.25,
venv311/lib/python3.11/site-packages/jupyterlab/staging/webpack.config.js,custom_build,high,create-react-app,use_framework_defaults,4.44,
venv311/lib/python3.11/site-packages/jupyterlab/staging/yarn.js,node_utilities,critical,npm scripts,migrate_to_npm_scripts,7.68,
venv311/lib/python3.11/site-packages/notebook/static/2343.81357d860d7aa9156d23.js,custom_docker,medium,docker-compose templates,use_infrastructure_templates,3.22,
